,index,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
288,494,Balaclava,1/22 Sycamore Gr,2,u,46,S,Gary,15/10/2016,6.6,3183,2,1,0.0,0,58.0,1970.0,Port Phillip,-37.8742,144.9972,Southern Metropolitan,2952
289,495,Balaclava,6/23 Gourlay St,2,u,31,SP,Buxton,17/09/2016,6.6,3183,2,1,1.0,0,61.0,1960.0,Port Phillip,-37.8726,144.9962,Southern Metropolitan,2952
290,496,Balaclava,6 Blenheim St,3,h,174,S,McGrath,18/06/2016,6.6,3183,3,1,1.0,178,100.0,1920.0,Port Phillip,-37.8663,144.9948,Southern Metropolitan,2952
291,497,Balaclava,3/20 Orange Gr,2,u,26,S,Chisholm,18/06/2016,6.6,3183,2,1,1.0,0,49.0,1960.0,Port Phillip,-37.8678,144.9966,Southern Metropolitan,2952
292,499,Balaclava,2/19 Camden St,2,u,37,S,hockingstuart,22/05/2016,6.6,3183,2,1,1.0,0,59.0,1970.0,Port Phillip,-37.8667,144.9917,Southern Metropolitan,2952
293,500,Balaclava,1/17 Albion St,2,h,134,S,Buxton,25/02/2017,6.6,3183,2,1,0.0,159,84.0,1930.0,Port Phillip,-37.874,144.9933,Southern Metropolitan,2952
294,501,Balaclava,10 Grosvenor St,3,h,269,S,McGrath,25/02/2017,6.6,3183,3,2,2.0,339,159.0,1890.0,Port Phillip,-37.872,144.9909,Southern Metropolitan,2952
295,502,Balaclava,3/33 Gourlay St,2,u,50,VB,McGrath,27/06/2016,6.6,3183,2,1,1.0,483,51.0,1970.0,Port Phillip,-37.8727,144.9969,Southern Metropolitan,2952
296,506,Balwyn,166 Gordon St,2,h,347,S,Marshall,3/9/2016,9.7,3103,2,1,1.0,659,123.0,1920.0,Boroondara,-37.8094,145.0807,Southern Metropolitan,5682
297,507,Balwyn,36 Narrak Rd,4,h,290,VB,Marshall,3/9/2016,9.7,3103,4,2,2.0,715,218.0,1985.0,Boroondara,-37.811,145.0958,Southern Metropolitan,5682
298,508,Balwyn,2/16 Westminster St,2,t,186,S,Noel,3/9/2016,9.7,3103,2,1,1.0,208,129.0,2000.0,Boroondara,-37.8128,145.0975,Southern Metropolitan,5682
299,509,Balwyn,2/74 Balwyn Rd,3,u,151,SA,Philip,3/12/2016,9.7,3103,3,2,2.0,206,112.0,1998.0,Boroondara,-37.8161,145.0812,Southern Metropolitan,5682
300,510,Balwyn,112 Belmore Rd,5,h,437,PI,RT,3/12/2016,9.7,3103,5,3,2.0,715,420.0,2009.0,Boroondara,-37.8028,145.0768,Southern Metropolitan,5682
301,511,Balwyn,27 Bevan St,4,h,404,VB,RW,3/12/2016,9.7,3103,4,2,2.0,744,226.0,1985.0,Boroondara,-37.8147,145.0748,Southern Metropolitan,5682
302,512,Balwyn,129 Gordon St,3,h,366,S,North,3/12/2016,9.7,3103,3,3,2.0,651,266.0,1970.0,Boroondara,-37.8085,145.0764,Southern Metropolitan,5682
303,513,Balwyn,4 Melba Ct,5,h,566,PI,hockingstuart,3/12/2016,9.7,3103,5,5,2.0,651,410.0,1970.0,Boroondara,-37.8071,145.0908,Southern Metropolitan,5682
304,514,Balwyn,5/14 Parring Rd,2,u,100,S,Noel,3/12/2016,9.7,3103,2,1,1.0,122,97.0,1977.0,Boroondara,-37.8124,145.0916,Southern Metropolitan,5682
305,515,Balwyn,349 Union Rd,6,h,709,VB,Jellis,3/12/2016,9.7,3103,6,4,7.0,2051,449.0,1935.0,Boroondara,-37.8051,145.1016,Southern Metropolitan,5682
306,517,Balwyn,22 Yongala St,5,h,376,PI,Noel,3/12/2016,9.7,3103,5,3,2.0,600,356.0,2006.0,Boroondara,-37.8061,145.0801,Southern Metropolitan,5682
307,521,Balwyn,40 Metung St,5,h,480,VB,Marshall,4/6/2016,9.7,3103,5,3,2.0,678,349.0,2001.0,Boroondara,-37.8048,145.0708,Southern Metropolitan,5682
308,524,Balwyn,142 Balwyn Rd,2,h,299,VB,Fletchers,6/8/2016,9.7,3103,3,1,1.0,1015,166.0,1930.0,Boroondara,-37.8074,145.0826,Southern Metropolitan,5682
309,526,Balwyn,4/3 King St,3,h,80,VB,Marshall,7/5/2016,9.7,3103,3,1,1.0,188,110.0,1970.0,Boroondara,-37.8065,145.065,Southern Metropolitan,5682
310,528,Balwyn,3/18 Weir St,2,h,42,S,Marshall,7/5/2016,9.7,3103,2,1,1.0,0,72.0,1960.0,Boroondara,-37.8162,145.0841,Southern Metropolitan,5682
311,529,Balwyn,3 Westminster St,3,h,352,SP,Jellis,7/5/2016,9.7,3103,3,2,2.0,699,252.0,1985.0,Boroondara,-37.814,145.0966,Southern Metropolitan,5682
312,530,Balwyn,13 Naroo St,4,h,290,PI,Jellis,8/10/2016,9.7,3103,3,2,2.0,577,200.0,1948.0,Boroondara,-37.8032,145.0693,Southern Metropolitan,5682
313,531,Balwyn,101/201 Whitehorse Rd,2,u,68,S,Fletchers,8/10/2016,9.7,3103,2,1,1.0,0,70.0,2014.0,Boroondara,-37.8116,145.0724,Southern Metropolitan,5682
314,532,Balwyn,1/252 Union Rd,2,u,47,S,hockingstuart,10/9/2016,9.7,3103,2,1,1.0,0,73.0,1960.0,Boroondara,-37.8144,145.0993,Southern Metropolitan,5682
315,534,Balwyn,1/18 Belmore Rd,3,h,119,S,Kay,10/12/2016,9.7,3103,3,1,2.0,281,150.0,1995.0,Boroondara,-37.8013,145.0652,Southern Metropolitan,5682
316,535,Balwyn,316 Belmore Rd,4,h,280,PI,Ascend,10/12/2016,9.7,3103,4,3,2.0,453,308.0,2016.0,Boroondara,-37.8044,145.1006,Southern Metropolitan,5682
317,536,Balwyn,11/22 Brenbeal St,2,t,92,S,Christopher,10/12/2016,9.7,3103,2,1,1.0,121,100.0,1960.0,Boroondara,-37.8112,145.0881,Southern Metropolitan,5682
318,538,Balwyn,3/3 Iramoo St,3,t,207,S,Jellis,10/12/2016,9.7,3103,3,2,2.0,219,164.0,2003.0,Boroondara,-37.8125,145.0849,Southern Metropolitan,5682
319,541,Balwyn,2/8 Evelina St,4,t,214,PI,Noel,12/11/2016,9.7,3103,4,3,2.0,241,240.0,2009.0,Boroondara,-37.8042,145.1042,Southern Metropolitan,5682
320,542,Balwyn,5 Millah Rd,4,h,570,S,Fletchers,12/11/2016,9.7,3103,4,2,4.0,935,241.0,1927.0,Boroondara,-37.8157,145.0795,Southern Metropolitan,5682
321,543,Balwyn,6/10 Brenbeal St,2,u,66,PI,Jellis,13/08/2016,9.7,3103,2,1,1.0,115,104.0,1960.0,Boroondara,-37.8122,145.0879,Southern Metropolitan,5682
322,545,Balwyn,1 Weston St,3,h,301,S,Marshall,14/05/2016,9.7,3103,3,1,4.0,671,465.0,1970.0,Boroondara,-37.8117,145.0775,Southern Metropolitan,5682
323,546,Balwyn,38 Frederick St,4,h,467,S,RT,15/10/2016,9.7,3103,4,3,2.0,674,336.0,1997.0,Boroondara,-37.8068,145.0786,Southern Metropolitan,5682
324,548,Balwyn,6/29 Weir St,2,u,34,VB,Jellis,16/04/2016,9.7,3103,2,1,1.0,0,79.0,1950.0,Boroondara,-37.8152,145.0839,Southern Metropolitan,5682
325,550,Balwyn,3/94 Balwyn Rd,2,u,147,S,Fletchers,16/07/2016,9.7,3103,2,1,2.0,231,98.0,1985.0,Boroondara,-37.8123,145.0821,Southern Metropolitan,5682
326,552,Balwyn,1/32 Yerrin St,3,t,227,S,Noel,16/07/2016,9.7,3103,3,2,2.0,306,170.0,1995.0,Boroondara,-37.8106,145.0848,Southern Metropolitan,5682
327,555,Balwyn,5/95 Balwyn Rd,2,u,90,PI,Marshall,18/03/2017,9.7,3103,2,1,1.0,87,88.0,1990.0,Boroondara,-37.8134,145.08100000000005,Southern Metropolitan,5682
328,557,Balwyn,49 Metung St,5,h,595,VB,Jellis,18/06/2016,9.7,3103,5,6,4.0,739,502.0,1970.0,Boroondara,-37.8039,145.0714,Southern Metropolitan,5682
329,558,Balwyn,29 Bevan St,4,h,364,S,Marshall,19/11/2016,9.7,3103,4,2,2.0,752,253.0,1981.0,Boroondara,-37.8149,145.0747,Southern Metropolitan,5682
330,559,Balwyn,2/30 Kalimna St,2,u,91,PI,Noel,19/11/2016,9.7,3103,2,1,1.0,213,92.0,1980.0,Boroondara,-37.8092,145.0789,Southern Metropolitan,5682
331,561,Balwyn,262 Union Rd,4,h,574,S,Jellis,22/05/2016,9.7,3103,4,3,2.0,1007,350.0,1910.0,Boroondara,-37.8135,145.0995,Southern Metropolitan,5682
332,564,Balwyn,27 Metung St,4,h,406,S,Fletchers,24/09/2016,9.7,3103,4,2,1.0,685,207.0,1940.0,Boroondara,-37.8056,145.071,Southern Metropolitan,5682
333,565,Balwyn,4/35 Weir St,2,u,71,S,Jellis,24/09/2016,9.7,3103,2,1,1.0,0,150.0,1960.0,Boroondara,-37.8147,145.084,Southern Metropolitan,5682
334,569,Balwyn,26 Wills St,4,h,328,PI,hockingstuart,27/06/2016,9.7,3103,3,1,2.0,739,291.0,1930.0,Boroondara,-37.8039,145.0631,Southern Metropolitan,5682
335,570,Balwyn,165 Balwyn Rd,4,h,309,S,Mandy,27/11/2016,9.7,3103,4,2,1.0,665,155.0,1940.0,Boroondara,-37.8057,145.0825,Southern Metropolitan,5682
336,571,Balwyn,17 Knutsford St,3,h,595,S,Jellis,27/11/2016,9.7,3103,3,2,1.0,706,166.0,1930.0,Boroondara,-37.8161,145.0748,Southern Metropolitan,5682
337,572,Balwyn,47 Naroo St,3,h,280,VB,Jellis,27/11/2016,9.7,3103,3,2,3.0,613,193.0,1943.0,Boroondara,-37.8056,145.0688,Southern Metropolitan,5682
338,575,Balwyn,112 Belmore Rd,5,h,522,PI,Jellis,28/05/2016,9.7,3103,5,3,2.0,715,420.0,2009.0,Boroondara,-37.8028,145.0768,Southern Metropolitan,5682
339,577,Balwyn,12 Wills St,5,h,414,S,Marshall,28/05/2016,9.7,3103,4,2,2.0,981,260.0,1960.0,Boroondara,-37.8058,145.0627,Southern Metropolitan,5682
340,579,Balwyn,3/12 Brenbeal St,2,u,86,S,hockingstuart,28/08/2016,9.7,3103,2,1,1.0,130,80.0,1960.0,Boroondara,-37.812,145.0876,Southern Metropolitan,5682
341,581,Balwyn,321a Union Rd,3,h,233,SP,Noel,28/08/2016,9.7,3103,3,2,2.0,404,190.0,2011.0,Boroondara,-37.8075,145.1011,Southern Metropolitan,5682
342,583,Balwyn,33 Power St,4,h,271,VB,Marshall,30/07/2016,9.7,3103,3,1,1.0,672,115.0,1935.0,Boroondara,-37.8099,145.0792,Southern Metropolitan,5682
343,585,Balwyn North,3/41 Clifton St,3,t,197,S,hockingstuart,3/9/2016,9.2,3104,3,2,2.0,260,167.0,2000.0,Boroondara,-37.7966,145.1021,Southern Metropolitan,7809
344,586,Balwyn North,153 Doncaster Rd,3,h,233,PI,Jellis,3/9/2016,9.2,3104,3,2,1.0,778,154.0,1950.0,Boroondara,-37.7939,145.0789,Southern Metropolitan,7809
345,587,Balwyn North,19 Jacka St,4,h,562,S,Jellis,3/9/2016,9.2,3104,4,4,3.0,1135,275.0,1960.0,Boroondara,-37.8014,145.0892,Southern Metropolitan,7809
346,590,Balwyn North,25 Bolinda Rd,4,h,310,S,Noel,3/12/2016,9.2,3104,4,2,2.0,647,185.0,1955.0,Boroondara,-37.7917,145.0868,Southern Metropolitan,7809
347,591,Balwyn North,3 Dumblane St,5,h,576,PI,hockingstuart,3/12/2016,9.2,3104,5,4,2.0,760,477.0,2015.0,Boroondara,-37.7907,145.0907,Southern Metropolitan,7809
348,592,Balwyn North,30 Hood St,4,h,309,VB,Fletchers,3/12/2016,9.2,3104,4,2,2.0,642,215.0,1955.0,Boroondara,-37.7988,145.0726,Southern Metropolitan,7809
349,593,Balwyn North,36 Kenny St,3,h,376,S,Marshall,3/12/2016,9.2,3104,3,1,2.0,888,137.0,1950.0,Boroondara,-37.8002,145.0949,Southern Metropolitan,7809
350,594,Balwyn North,13 Riverview Rd,4,h,367,PI,RW,3/12/2016,9.2,3104,4,2,2.0,750,214.0,1950.0,Boroondara,-37.7906,145.0788,Southern Metropolitan,7809
351,595,Balwyn North,43 Sweyn St,3,h,188,S,hockingstuart,3/12/2016,9.2,3104,3,2,1.0,347,160.0,2011.0,Boroondara,-37.7947,145.1035,Southern Metropolitan,7809
352,597,Balwyn North,14 Kawarren St,4,h,280,S,Kay,4/3/2017,9.2,3104,4,2,2.0,673,185.0,1960.0,Boroondara,-37.7856,145.0918,Southern Metropolitan,7809
353,598,Balwyn North,88 Longview Rd,3,h,223,VB,Jellis,4/3/2017,9.2,3104,3,1,2.0,665,124.0,1950.0,Boroondara,-37.7862,145.0781,Southern Metropolitan,7809
354,599,Balwyn North,113 Maud St,4,h,445,S,Fletchers,4/3/2017,9.2,3104,4,2,2.0,772,150.0,1955.0,Boroondara,-37.7959,145.0787,Southern Metropolitan,7809
355,600,Balwyn North,6 Stuart Ct,4,h,295,S,Fletchers,4/3/2017,9.2,3104,4,2,3.0,736,225.0,1958.0,Boroondara,-37.7944,145.1028,Southern Metropolitan,7809
356,603,Balwyn North,325 Belmore Rd,5,h,566,PI,Jellis,6/8/2016,9.2,3104,3,4,2.0,886,520.0,2013.0,Boroondara,-37.804,145.0951,Southern Metropolitan,7809
357,605,Balwyn North,15 Ellendale St,3,t,166,S,Christopher,6/8/2016,9.2,3104,3,2,1.0,207,144.0,2003.0,Boroondara,-37.7893,145.092,Southern Metropolitan,7809
358,608,Balwyn North,30 Clifton St,4,h,246,S,hockingstuart,7/5/2016,9.2,3104,4,2,2.0,662,330.0,1965.0,Boroondara,-37.798,145.1007,Southern Metropolitan,7809
359,611,Balwyn North,108 Bulleen Rd,5,h,280,VB,Jellis,7/11/2016,9.2,3104,5,3,2.0,705,365.0,2013.0,Boroondara,-37.7851,145.0775,Southern Metropolitan,7809
360,612,Balwyn North,5 Carrington St,4,h,299,VB,Jellis,7/11/2016,9.2,3104,4,2,2.0,619,254.0,1990.0,Boroondara,-37.8025,145.0843,Southern Metropolitan,7809
361,615,Balwyn North,3 Clive Ct,4,h,353,PI,RW,8/10/2016,9.2,3104,4,3,2.0,1274,275.0,1970.0,Boroondara,-37.7822,145.0907,Southern Metropolitan,7809
362,617,Balwyn North,7 Page St,5,h,650,S,RW,8/10/2016,9.2,3104,4,4,2.0,624,154.0,1967.0,Boroondara,-37.802,145.0797,Southern Metropolitan,7809
363,618,Balwyn North,8 Cash St,4,h,278,VB,Jellis,10/9/2016,9.2,3104,4,2,2.0,610,275.0,1993.0,Boroondara,-37.7843,145.0891,Southern Metropolitan,7809
364,619,Balwyn North,7 Grieve St,4,h,438,PI,Jellis,10/9/2016,9.2,3104,4,3,2.0,657,355.0,2006.0,Boroondara,-37.7981,145.0904,Southern Metropolitan,7809
365,620,Balwyn North,39 Kawarren St,4,h,211,S,Jellis,10/9/2016,9.2,3104,3,2,1.0,517,247.0,1970.0,Boroondara,-37.783,145.0926,Southern Metropolitan,7809
366,622,Balwyn North,41 Helston St,4,h,290,VB,Fletchers/One,10/12/2016,9.2,3104,4,2,4.0,587,165.0,1960.0,Boroondara,-37.7841,145.0953,Southern Metropolitan,7809
367,623,Balwyn North,15 Moody St,4,h,501,S,Marshall,10/12/2016,9.2,3104,4,3,2.0,1070,247.0,1992.0,Boroondara,-37.7975,145.0716,Southern Metropolitan,7809
368,628,Balwyn North,23a The Boulevard,5,h,366,VB,Noel,12/6/2016,9.2,3104,5,3,2.0,900,355.0,1955.0,Boroondara,-37.7868,145.0677,Southern Metropolitan,7809
369,632,Balwyn North,1 Bolinda Rd,3,h,271,VB,Fletchers,13/08/2016,9.2,3104,3,2,3.0,763,168.0,1960.0,Boroondara,-37.7935,145.0865,Southern Metropolitan,7809
370,635,Balwyn North,56a Clifton St,3,h,181,S,Noel,14/05/2016,9.2,3104,3,3,1.0,310,188.0,2012.0,Boroondara,-37.7949,145.1014,Southern Metropolitan,7809
371,636,Balwyn North,2 Tudor Ct,7,h,442,PI,Barry,14/05/2016,9.2,3104,5,3,3.0,637,529.0,2008.0,Boroondara,-37.7898,145.0967,Southern Metropolitan,7809
372,637,Balwyn North,28 Walnut Rd,4,h,318,S,Fletchers,14/05/2016,9.2,3104,3,3,2.0,665,232.0,1970.0,Boroondara,-37.7889,145.0904,Southern Metropolitan,7809
373,638,Balwyn North,14 Dumblane St,5,h,280,PI,RW,15/10/2016,9.2,3104,5,2,2.0,710,170.0,1955.0,Boroondara,-37.7907,145.0916,Southern Metropolitan,7809
374,639,Balwyn North,64 Greythorn Rd,5,h,328,S,Fletchers,15/10/2016,9.2,3104,5,2,2.0,1002,244.0,1950.0,Boroondara,-37.796,145.0984,Southern Metropolitan,7809
375,640,Balwyn North,42 Maud St,3,h,229,PI,Jellis,15/10/2016,9.2,3104,3,1,4.0,605,116.0,1950.0,Boroondara,-37.7951,145.0696,Southern Metropolitan,7809
376,641,Balwyn North,11 Stephens St,4,h,519,PI,Nelson,15/10/2016,9.2,3104,4,3,2.0,1247,50.0,1970.0,Boroondara,-37.7964,145.086,Southern Metropolitan,7809
377,642,Balwyn North,54 Sutton St,3,h,293,S,Fletchers,15/10/2016,9.2,3104,3,1,1.0,722,90.0,1930.0,Boroondara,-37.7956,145.0829,Southern Metropolitan,7809
378,644,Balwyn North,48 Hosken St,4,h,428,PI,Jellis,16/04/2016,9.2,3104,4,2,2.0,1235,196.0,1960.0,Boroondara,-37.7988,145.089,Southern Metropolitan,7809
379,645,Balwyn North,17 Stephens St,4,h,587,S,Assisi,16/04/2016,9.2,3104,4,3,1.0,904,420.0,2003.0,Boroondara,-37.797,145.086,Southern Metropolitan,7809
380,647,Balwyn North,15 Illawarra Rd,3,h,309,S,Noel,16/07/2016,9.2,3104,3,1,2.0,713,720.0,1950.0,Boroondara,-37.7982,145.0816,Southern Metropolitan,7809
381,649,Balwyn North,12 Clifton St,4,h,275,PI,Marshall,18/03/2017,9.2,3104,4,3,2.0,869,170.0,1950.0,Boroondara,-37.8002,145.0999,Southern Metropolitan,7809
382,652,Balwyn North,9 Seattle St,4,h,266,S,Fletchers,18/03/2017,9.2,3104,4,2,2.0,667,201.0,1974.0,Boroondara,-37.7835,145.0883,Southern Metropolitan,7809
383,653,Balwyn North,16 Sylvan St,4,t,267,S,Noel,18/03/2017,9.2,3104,4,3,1.0,362,200.0,2014.0,Boroondara,-37.7987,145.0788,Southern Metropolitan,7809
384,656,Balwyn North,9 Stephens St,5,h,709,PI,Marshall,18/06/2016,9.2,3104,5,5,4.0,1364,518.0,2013.0,Boroondara,-37.7961,145.0859,Southern Metropolitan,7809
385,658,Balwyn North,5 Grieve St,4,h,367,S,Fletchers,19/11/2016,9.2,3104,4,2,2.0,1010,250.0,1950.0,Boroondara,-37.7982,145.0903,Southern Metropolitan,7809
386,660,Balwyn North,28 Severn St,3,h,347,VB,Jellis,19/11/2016,9.2,3104,3,2,3.0,949,175.0,1940.0,Boroondara,-37.796,145.0696,Southern Metropolitan,7809
387,662,Balwyn North,3/1 Corhampton Rd,2,h,77,SP,Jellis,22/05/2016,9.2,3104,2,1,1.0,177,85.0,1975.0,Boroondara,-37.7935,145.0679,Southern Metropolitan,7809
388,663,Balwyn North,1 Morris St,6,h,309,VB,hockingstuart,22/05/2016,9.2,3104,6,1,6.0,691,5.0,1970.0,Boroondara,-37.8022,145.0775,Southern Metropolitan,7809
389,664,Balwyn North,85a Woodville St,3,h,201,S,Fletchers,22/05/2016,9.2,3104,3,2,2.0,368,177.0,2009.0,Boroondara,-37.7846,145.0935,Southern Metropolitan,7809
390,667,Balwyn North,41 Helston St,4,h,309,VB,One,22/08/2016,9.2,3104,4,2,4.0,587,165.0,1960.0,Boroondara,-37.7841,145.0953,Southern Metropolitan,7809
391,670,Balwyn North,3/48 Alpha St,2,u,145,S,Fletchers,24/09/2016,9.2,3104,2,1,1.0,250,112.0,1995.0,Boroondara,-37.7996,145.0959,Southern Metropolitan,7809
392,672,Balwyn North,19 Hedderwick St,4,h,185,VB,Marshall,25/02/2017,9.2,3104,4,2,2.0,644,153.0,1950.0,Boroondara,-37.7997,145.0993,Southern Metropolitan,7809
393,674,Balwyn North,430 Balwyn Rd,5,h,304,PI,Fletchers,27/06/2016,9.2,3104,5,3,2.0,842,200.0,1961.0,Boroondara,-37.7854,145.0869,Southern Metropolitan,7809
394,675,Balwyn North,43 Helston St,4,h,238,PI,hockingstuart,27/06/2016,9.2,3104,4,2,2.0,701,198.0,1960.0,Boroondara,-37.7839,145.0954,Southern Metropolitan,7809
395,676,Balwyn North,16 Nevada St,4,h,271,VB,Jellis,27/06/2016,9.2,3104,3,2,5.0,754,175.0,1960.0,Boroondara,-37.786,145.0886,Southern Metropolitan,7809
396,680,Balwyn North,11 Milfay Ct,3,h,261,S,Nelson,27/11/2016,9.2,3104,3,1,2.0,657,151.0,1960.0,Boroondara,-37.7895,145.0985,Southern Metropolitan,7809
397,681,Balwyn North,23A The Boulevard,5,h,313,S,Marshall,27/11/2016,9.2,3104,5,3,2.0,900,355.0,1955.0,Boroondara,-37.7868,145.0677,Southern Metropolitan,7809
398,682,Balwyn North,123 Winfield Rd,5,h,244,S,RT,27/11/2016,9.2,3104,5,2,3.0,845,199.0,1980.0,Boroondara,-37.7898,145.1021,Southern Metropolitan,7809
399,684,Balwyn North,15 Ellendale St,3,h,145,S,Christopher,28/05/2016,9.2,3104,3,2,1.0,207,144.0,2003.0,Boroondara,-37.7893,145.092,Southern Metropolitan,7809
400,685,Balwyn North,15 Maughan Pde,5,h,263,PI,hockingstuart,28/05/2016,9.2,3104,4,3,2.0,737,193.0,1950.0,Boroondara,-37.7975,145.0961,Southern Metropolitan,7809
401,691,Balwyn North,24 Willis St,3,h,284,PI,Fletchers,28/08/2016,9.2,3104,3,2,1.0,720,147.0,1955.0,Boroondara,-37.7938,145.0838,Southern Metropolitan,7809
402,692,Balwyn North,2/3 Hatfield St,2,u,78,S,Fletchers,30/07/2016,9.2,3104,3,1,1.0,0,102.0,1968.0,Boroondara,-37.7938,145.0666,Southern Metropolitan,7809
403,696,Bentleigh,1/236 Patterson Rd,3,u,113,S,hockingstuart,3/9/2016,13.0,3204,3,1,2.0,348,121.0,1950.0,Glen Eira,-37.9273,145.0479,Southern Metropolitan,6795
404,700,Bentleigh,11 Rogers Rd,3,h,218,S,Buxton,3/12/2016,13.0,3204,3,2,2.0,613,143.0,1960.0,Glen Eira,-37.9311,145.0428,Southern Metropolitan,6795
405,701,Bentleigh,3/2 Scotts St,2,t,109,S,hockingstuart,3/12/2016,13.0,3204,2,1,1.0,140,250.0,1970.0,Glen Eira,-37.9204,145.0443,Southern Metropolitan,6795
406,702,Bentleigh,11A Mortimore St,3,h,180,S,Ray,4/2/2016,13.0,3204,3,2,2.0,299,181.0,2000.0,Glen Eira,-37.9272,145.0406,Southern Metropolitan,6795
407,708,Bentleigh,13 Somers St,3,h,198,S,Buxton,4/6/2016,13.0,3204,3,1,1.0,576,127.0,1945.0,Glen Eira,-37.9149,145.0254,Southern Metropolitan,6795
408,709,Bentleigh,8/11 Brentwood St,2,u,15,PI,Buxton,6/8/2016,13.0,3204,2,1,1.0,0,69.0,1965.0,Glen Eira,-37.9332,145.045,Southern Metropolitan,6795
409,710,Bentleigh,12b Coates St,4,t,220,S,hockingstuart,6/8/2016,13.0,3204,3,3,2.0,291,212.0,2012.0,Glen Eira,-37.9278,145.0337,Southern Metropolitan,6795
410,711,Bentleigh,156 Patterson Rd,3,h,158,S,Buxton,6/8/2016,13.0,3204,3,1,2.0,692,164.0,1940.0,Glen Eira,-37.9263,145.04,Southern Metropolitan,6795
411,712,Bentleigh,8 Rose St,4,h,411,S,Buxton,6/8/2016,13.0,3204,3,2,2.0,795,250.0,1928.0,Glen Eira,-37.9166,145.0314,Southern Metropolitan,6795
412,713,Bentleigh,23 Yawla St,3,h,233,PI,hockingstuart,7/5/2016,13.0,3204,3,2,1.0,565,222.0,1940.0,Glen Eira,-37.9134,145.0263,Southern Metropolitan,6795
413,714,Bentleigh,39 Luckins Rd,4,h,194,PI,Buxton,7/11/2016,13.0,3204,4,2,2.0,697,194.0,1940.0,Glen Eira,-37.9318,145.0474,Southern Metropolitan,6795
414,716,Bentleigh,592 Centre Rd,3,h,161,S,hockingstuart,8/10/2016,13.0,3204,3,1,2.0,584,116.0,1948.0,Glen Eira,-37.9199,145.0477,Southern Metropolitan,6795
415,719,Bentleigh,74 Fromer St,4,h,200,S,hockingstuart,10/9/2016,13.0,3204,3,2,2.0,610,112.0,1940.0,Glen Eira,-37.9291,145.0472,Southern Metropolitan,6795
416,720,Bentleigh,4 Gordon St,3,h,202,S,hockingstuart,10/9/2016,13.0,3204,3,2,1.0,526,135.0,1910.0,Glen Eira,-37.9279,145.031,Southern Metropolitan,6795
417,721,Bentleigh,58 London St,4,t,167,S,Buxton,10/9/2016,13.0,3204,4,3,2.0,271,205.0,2010.0,Glen Eira,-37.9252,145.0494,Southern Metropolitan,6795
418,722,Bentleigh,182 Patterson Rd,3,h,190,S,Buxton,10/9/2016,13.0,3204,3,1,4.0,758,138.0,1960.0,Glen Eira,-37.9267,145.043,Southern Metropolitan,6795
419,724,Bentleigh,1/30 Daley St,2,h,110,SP,Marshall,10/12/2016,13.0,3204,2,1,1.0,296,103.0,1940.0,Glen Eira,-37.9243,145.0376,Southern Metropolitan,6795
420,726,Bentleigh,13/27 Patterson Rd,2,u,71,SP,hockingstuart,10/12/2016,13.0,3204,2,1,1.0,116,92.0,1960.0,Glen Eira,-37.9245,145.0336,Southern Metropolitan,6795
421,727,Bentleigh,112 Tucker Rd,4,h,293,S,Buxton,10/12/2016,13.0,3204,4,2,4.0,902,233.0,1950.0,Glen Eira,-37.924,145.0504,Southern Metropolitan,6795
422,728,Bentleigh,9 Yawla St,4,h,377,S,hockingstuart,10/12/2016,13.0,3204,4,3,2.0,557,353.0,2008.0,Glen Eira,-37.9132,145.0251,Southern Metropolitan,6795
423,731,Bentleigh,2/7 Gordon St,2,u,110,S,hockingstuart,12/11/2016,13.0,3204,2,2,3.0,226,475.0,2005.0,Glen Eira,-37.9274,145.031,Southern Metropolitan,6795
424,734,Bentleigh,11 Wheatley Rd,4,h,301,PI,McGrath,12/11/2016,13.0,3204,4,2,3.0,855,197.0,1930.0,Glen Eira,-37.9163,145.0324,Southern Metropolitan,6795
425,735,Bentleigh,2/15 Jasper Rd,2,u,85,S,hockingstuart,13/08/2016,13.0,3204,2,1,1.0,227,100.0,1990.0,Glen Eira,-37.9326,145.0387,Southern Metropolitan,6795
426,736,Bentleigh,6 Atkinson St,3,h,193,S,Buxton,15/10/2016,13.0,3204,3,1,1.0,632,108.0,1950.0,Glen Eira,-37.9282,145.0367,Southern Metropolitan,6795
427,739,Bentleigh,33 Luckins Rd,3,h,200,S,Woodards,15/10/2016,13.0,3204,3,2,2.0,690,245.0,1970.0,Glen Eira,-37.9317,145.0469,Southern Metropolitan,6795
428,740,Bentleigh,4a Rosina St,4,t,184,S,hockingstuart,15/10/2016,13.0,3204,4,2,3.0,354,255.0,2008.0,Glen Eira,-37.9326,145.0441,Southern Metropolitan,6795
429,745,Bentleigh,4 Daley St,3,h,208,S,hockingstuart,16/07/2016,13.0,3204,3,1,2.0,624,143.0,1950.0,Glen Eira,-37.9256,145.0374,Southern Metropolitan,6795
430,749,Bentleigh,64 Tucker Rd,3,h,155,S,Buxton,17/09/2016,13.0,3204,3,2,1.0,581,170.0,1965.0,Glen Eira,-37.9286,145.0495,Southern Metropolitan,6795
